year,month,state_name,national_compliant,who_compliant,total_subdistricts,national_pct,who_pct,month_proper,month_name,national_text_color,who_text_color,compliance_bin_nat,compliance_bin_who
1998,november,Odisha,460,6,477,96.43605870020964,1.257861635220126,November,Nov,white,black,80-100%,0-20%
1998,november,Puducherry,8,0,8,100,0,November,Nov,white,black,80-100%,0-20%
1998,november,Punjab,2,0,77,2.5974025974025974,0,November,Nov,black,black,0-20%,0-20%
1998,november,Rajasthan,64,0,244,26.229508196721312,0,November,Nov,black,black,20-40%,0-20%
1998,november,Sikkim,9,1,9,100,11.11111111111111,November,Nov,white,black,80-100%,0-20%
1998,november,Tamil Nadu,216,4,216,100,1.8518518518518516,November,Nov,white,black,80-100%,0-20%
1998,november,Tripura,6,0,40,15,0,November,Nov,black,black,0-20%,0-20%
1998,november,Uttar Pradesh,2,0,312,0.641025641025641,0,November,Nov,black,black,0-20%,0-20%
1998,november,Uttarakhand,74,5,78,94.87179487179486,6.41025641025641,November,Nov,white,black,80-100%,0-20%
1998,november,West Bengal,119,0,344,34.593023255813954,0,November,Nov,black,black,20-40%,0-20%
1998,october,Andaman Nicobar Islands,9,9,9,100,100,October,Oct,white,white,80-100%,80-100%
1998,october,Andhra Pradesh,1128,76,1128,100,6.73758865248227,October,Oct,white,black,80-100%,0-20%
1998,october,Arunachal Pradesh,188,181,188,100,96.27659574468085,October,Oct,white,white,80-100%,80-100%
1998,october,Assam,180,21,184,97.82608695652173,11.41304347826087,October,Oct,white,black,80-100%,0-20%
1998,october,Bihar,307,0,534,57.490636704119844,0,October,Oct,black,black,40-60%,0-20%
1998,october,Chandigarh,1,0,1,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Chhattisgarh,149,0,149,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Dadra Nagar Haveli,1,0,1,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Daman Diu,2,0,2,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Goa,11,0,11,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Gujarat,226,0,226,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Haryana,21,0,74,28.37837837837838,0,October,Oct,black,black,20-40%,0-20%
1998,october,Himachal Pradesh,117,3,117,100,2.564102564102564,October,Oct,white,black,80-100%,0-20%
1998,october,Jammu Kashmir,83,7,83,100,8.433734939759036,October,Oct,white,black,80-100%,0-20%
1998,october,Jharkhand,256,0,259,98.84169884169884,0,October,Oct,white,black,80-100%,0-20%
1998,october,Karnataka,179,85,179,100,47.486033519553075,October,Oct,white,black,80-100%,40-60%
1998,october,Kerala,63,50,63,100,79.36507936507937,October,Oct,white,white,80-100%,60-80%
1998,october,Lakshadweep,9,8,9,100,88.88888888888889,October,Oct,white,white,80-100%,80-100%
1998,october,Madhya Pradesh,303,0,342,88.59649122807018,0,October,Oct,white,black,80-100%,0-20%
1998,october,Maharashtra,357,1,357,100,0.2801120448179272,October,Oct,white,black,80-100%,0-20%
1998,october,Manipur,38,0,38,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Meghalaya,39,0,39,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Mizoram,29,0,29,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Nagaland,114,0,114,100,0,October,Oct,white,black,80-100%,0-20%
1998,october,Nct Of Delhi,0,0,27,0,0,October,Oct,black,black,0-20%,0-20%
1998,october,Odisha,477,114,477,100,23.89937106918239,October,Oct,white,black,80-100%,20-40%
1998,october,Puducherry,8,1,8,100,12.5,October,Oct,white,black,80-100%,0-20%
1998,october,Punjab,31,0,77,40.25974025974026,0,October,Oct,black,black,40-60%,0-20%
1998,october,Rajasthan,153,0,244,62.704918032786885,0,October,Oct,white,black,60-80%,0-20%
1998,october,Sikkim,9,2,9,100,22.22222222222222,October,Oct,white,black,80-100%,20-40%
1998,october,Tamil Nadu,216,13,216,100,6.018518518518518,October,Oct,white,black,80-100%,0-20%
1998,october,Tripura,22,0,40,55.00000000000001,0,October,Oct,black,black,40-60%,0-20%
1998,october,Uttar Pradesh,37,0,312,11.858974358974358,0,October,Oct,black,black,0-20%,0-20%
1998,october,Uttarakhand,76,1,78,97.43589743589743,1.282051282051282,October,Oct,white,black,80-100%,0-20%
1998,october,West Bengal,344,0,344,100,0,October,Oct,white,black,80-100%,0-20%
1998,september,Andaman Nicobar Islands,9,9,9,100,100,September,Sep,white,white,80-100%,80-100%
1998,september,Andhra Pradesh,1128,168,1128,100,14.893617021276595,September,Sep,white,black,80-100%,0-20%
1998,september,Arunachal Pradesh,188,181,188,100,96.27659574468085,September,Sep,white,white,80-100%,80-100%
1998,september,Assam,184,92,184,100,50,September,Sep,white,black,80-100%,40-60%
1998,september,Bihar,534,1,534,100,0.18726591760299627,September,Sep,white,black,80-100%,0-20%
1998,september,Chandigarh,1,0,1,100,0,September,Sep,white,black,80-100%,0-20%
1998,september,Chhattisgarh,149,0,149,100,0,September,Sep,white,black,80-100%,0-20%
1998,september,Dadra Nagar Haveli,1,0,1,100,0,September,Sep,white,black,80-100%,0-20%
1998,september,Daman Diu,2,0,2,100,0,September,Sep,white,black,80-100%,0-20%
1998,september,Goa,11,0,11,100,0,September,Sep,white,black,80-100%,0-20%
1998,september,Gujarat,226,0,226,100,0,September,Sep,white,black,80-100%,0-20%
1998,september,Haryana,74,1,74,100,1.3513513513513513,September,Sep,white,black,80-100%,0-20%
1998,september,Himachal Pradesh,117,24,117,100,20.51282051282051,September,Sep,white,black,80-100%,20-40%
1998,september,Jammu Kashmir,83,4,83,100,4.819277108433735,September,Sep,white,black,80-100%,0-20%
