state_name,district_name,subdistrict_name,subdistrict_population,year,month,avg_pm2.5
nct of delhi,south west,vasant vihar,526210,2023,october,111.0705757747602
nct of delhi,south west,vasant vihar,526210,2023,november,234.76453020182424
nct of delhi,south west,vasant vihar,526210,2023,december,196.24572135599723
nct of delhi,south,hauz khas,1443046,1998,january,97.38786018448656
nct of delhi,south,hauz khas,1443046,1998,february,67.42451610410555
nct of delhi,south,hauz khas,1443046,1998,march,45.58175912571401
nct of delhi,south,hauz khas,1443046,1998,april,52.017455657752954
nct of delhi,south,hauz khas,1443046,1998,may,47.116974647814615
nct of delhi,south,hauz khas,1443046,1998,june,32.041619641898556
nct of delhi,south,hauz khas,1443046,1998,july,28.75419925172358
nct of delhi,south,hauz khas,1443046,1998,august,26.400116519248815
nct of delhi,south,hauz khas,1443046,1998,september,23.706714802227047
nct of delhi,south,hauz khas,1443046,1998,october,89.5910355331264
nct of delhi,south,hauz khas,1443046,1998,november,130.3389388485197
nct of delhi,south,hauz khas,1443046,1998,december,157.73807480951018
nct of delhi,south,hauz khas,1443046,2003,january,159.02514375807547
nct of delhi,south,hauz khas,1443046,2003,february,104.18545464743733
nct of delhi,south,hauz khas,1443046,2003,march,78.87148915032869
nct of delhi,south,hauz khas,1443046,2003,april,62.71980840888089
nct of delhi,south,hauz khas,1443046,2003,may,68.30171197013483
nct of delhi,south,hauz khas,1443046,2003,june,59.69993516265718
nct of delhi,south,hauz khas,1443046,2003,july,38.737935287461994
nct of delhi,south,hauz khas,1443046,2003,august,31.28188077315856
nct of delhi,south,hauz khas,1443046,2003,september,38.78203075542153
nct of delhi,south,hauz khas,1443046,2003,october,127.82113113697454
nct of delhi,south,hauz khas,1443046,2003,november,163.825795102922
nct of delhi,south,hauz khas,1443046,2003,december,166.8219764846192
nct of delhi,south,hauz khas,1443046,2008,january,126.60964039141398
nct of delhi,south,hauz khas,1443046,2008,february,105.4605491845686
nct of delhi,south,hauz khas,1443046,2008,march,66.78301757032914
nct of delhi,south,hauz khas,1443046,2008,april,66.53768354193353
nct of delhi,south,hauz khas,1443046,2008,may,64.51404411004768
nct of delhi,south,hauz khas,1443046,2008,june,57.39670802740986
nct of delhi,south,hauz khas,1443046,2008,july,43.49608654287762
nct of delhi,south,hauz khas,1443046,2008,august,49.61087937965643
nct of delhi,south,hauz khas,1443046,2008,september,38.12972667629454
nct of delhi,south,hauz khas,1443046,2008,october,138.4094698138896
nct of delhi,south,hauz khas,1443046,2008,november,215.74150918391072
nct of delhi,south,hauz khas,1443046,2008,december,193.92504380613957
nct of delhi,south,hauz khas,1443046,2013,january,175.05736686021297
nct of delhi,south,hauz khas,1443046,2013,february,104.55213427610784
nct of delhi,south,hauz khas,1443046,2013,march,84.70128107580558
nct of delhi,south,hauz khas,1443046,2013,april,74.69653133862182
nct of delhi,south,hauz khas,1443046,2013,may,60.55118866654748
nct of delhi,south,hauz khas,1443046,2013,june,61.456605131021185
nct of delhi,south,hauz khas,1443046,2013,july,53.92725176995087
nct of delhi,south,hauz khas,1443046,2013,august,37.09618102309616
nct of delhi,south,hauz khas,1443046,2013,september,37.6732837307463
nct of delhi,south,hauz khas,1443046,2013,october,131.26805536381843
nct of delhi,south,hauz khas,1443046,2013,november,190.76305440351084
nct of delhi,south,hauz khas,1443046,2013,december,184.72069830938295
nct of delhi,south,hauz khas,1443046,2018,january,188.30993486554132
nct of delhi,south,hauz khas,1443046,2018,february,133.12797773327458
nct of delhi,south,hauz khas,1443046,2018,march,97.22506402554882
nct of delhi,south,hauz khas,1443046,2018,april,86.52949503848842
nct of delhi,south,hauz khas,1443046,2018,may,83.64950027766608
nct of delhi,south,hauz khas,1443046,2018,june,66.68821961648037
nct of delhi,south,hauz khas,1443046,2018,july,46.07714003251413
nct of delhi,south,hauz khas,1443046,2018,august,37.891424234812966
nct of delhi,south,hauz khas,1443046,2018,september,45.35243239051849
nct of delhi,south,hauz khas,1443046,2018,october,140.27639984961513
nct of delhi,south,hauz khas,1443046,2018,november,192.79252392992873
nct of delhi,south,hauz khas,1443046,2018,december,238.31275922192245
nct of delhi,south,hauz khas,1443046,2023,january,158.2972237074677
nct of delhi,south,hauz khas,1443046,2023,february,100.13166577614268
nct of delhi,south,hauz khas,1443046,2023,march,75.65927665375033
nct of delhi,south,hauz khas,1443046,2023,april,67.51506849782172
nct of delhi,south,hauz khas,1443046,2023,may,63.3595675033789
nct of delhi,south,hauz khas,1443046,2023,june,49.613304576258415
nct of delhi,south,hauz khas,1443046,2023,july,39.93760627600784
nct of delhi,south,hauz khas,1443046,2023,august,38.41300539247789
nct of delhi,south,hauz khas,1443046,2023,september,40.49919354270831
nct of delhi,south,hauz khas,1443046,2023,october,109.16247342600629
nct of delhi,south,hauz khas,1443046,2023,november,222.3065491703805
nct of delhi,south,hauz khas,1443046,2023,december,197.0183013815521
nct of delhi,south,defence colony,789084,1998,january,116.5043814926788
nct of delhi,south,defence colony,789084,1998,february,76.79528575978003
nct of delhi,south,defence colony,789084,1998,march,56.15892781101638
nct of delhi,south,defence colony,789084,1998,april,58.6692600967142
nct of delhi,south,defence colony,789084,1998,may,48.26694048035218
nct of delhi,south,defence colony,789084,1998,june,34.08623126000388
nct of delhi,south,defence colony,789084,1998,july,31.732753140377152
nct of delhi,south,defence colony,789084,1998,august,26.136574059955056
nct of delhi,south,defence colony,789084,1998,september,25.921719718525228
nct of delhi,south,defence colony,789084,1998,october,99.351193804282
nct of delhi,south,defence colony,789084,1998,november,142.50047957638003
nct of delhi,south,defence colony,789084,1998,december,170.4306332065729
nct of delhi,south,defence colony,789084,2003,january,194.00644350915323
nct of delhi,south,defence colony,789084,2003,february,117.6746353190949
nct of delhi,south,defence colony,789084,2003,march,83.74539107980452
nct of delhi,south,defence colony,789084,2003,april,62.57256196865143
nct of delhi,south,defence colony,789084,2003,may,65.67478807050817
nct of delhi,south,defence colony,789084,2003,june,61.42187888165284
nct of delhi,south,defence colony,789084,2003,july,38.28579422331489
nct of delhi,south,defence colony,789084,2003,august,32.54971391931514
nct of delhi,south,defence colony,789084,2003,september,39.06120818566914
nct of delhi,south,defence colony,789084,2003,october,136.74871777339544
nct of delhi,south,defence colony,789084,2003,november,183.7249930080028
nct of delhi,south,defence colony,789084,2003,december,186.09718973302483
nct of delhi,south,defence colony,789084,2008,january,151.64853657362897
nct of delhi,south,defence colony,789084,2008,february,116.3489935146266
nct of delhi,south,defence colony,789084,2008,march,72.77626858844812
nct of delhi,south,defence colony,789084,2008,april,70.13103039622342
nct of delhi,south,defence colony,789084,2008,may,64.01759916540793
nct of delhi,south,defence colony,789084,2008,june,56.59697770789318
nct of delhi,south,defence colony,789084,2008,july,43.44930425306927
nct of delhi,south,defence colony,789084,2008,august,50.31605212932072
nct of delhi,south,defence colony,789084,2008,september,41.05812518356886
nct of delhi,south,defence colony,789084,2008,october,145.70642255743962
nct of delhi,south,defence colony,789084,2008,november,238.02809838528705
nct of delhi,south,defence colony,789084,2008,december,215.70172796891003
nct of delhi,south,defence colony,789084,2013,january,216.8022131382647
nct of delhi,south,defence colony,789084,2013,february,119.27685105076442
nct of delhi,south,defence colony,789084,2013,march,92.65134087510386
nct of delhi,south,defence colony,789084,2013,april,75.78044054770446
nct of delhi,south,defence colony,789084,2013,may,62.25032616624195
nct of delhi,south,defence colony,789084,2013,june,61.594983130272986
nct of delhi,south,defence colony,789084,2013,july,64.10032931222923
nct of delhi,south,defence colony,789084,2013,august,40.675406763585755
nct of delhi,south,defence colony,789084,2013,september,37.99174056060532
nct of delhi,south,defence colony,789084,2013,october,141.94845007591476
nct of delhi,south,defence colony,789084,2013,november,210.57057089937837
nct of delhi,south,defence colony,789084,2013,december,211.2632098888184
nct of delhi,south,defence colony,789084,2018,january,217.1465541430407
nct of delhi,south,defence colony,789084,2018,february,142.9013651837557
nct of delhi,south,defence colony,789084,2018,march,103.05395489311388
nct of delhi,south,defence colony,789084,2018,april,91.8951267240898
nct of delhi,south,defence colony,789084,2018,may,83.41386689249028
nct of delhi,south,defence colony,789084,2018,june,75.5566323849278
nct of delhi,south,defence colony,789084,2018,july,47.479712637336576
nct of delhi,south,defence colony,789084,2018,august,41.64624279040999
nct of delhi,south,defence colony,789084,2018,september,51.14948283459269
nct of delhi,south,defence colony,789084,2018,october,152.25249600108418
nct of delhi,south,defence colony,789084,2018,november,212.62466334347337
nct of delhi,south,defence colony,789084,2018,december,268.7564729177784
nct of delhi,south,defence colony,789084,2023,january,186.34135576730029
nct of delhi,south,defence colony,789084,2023,february,113.47655904602654
nct of delhi,south,defence colony,789084,2023,march,81.75643018868672
nct of delhi,south,defence colony,789084,2023,april,69.52660439807157
nct of delhi,south,defence colony,789084,2023,may,65.48019738002839
nct of delhi,south,defence colony,789084,2023,june,52.40098149302624
nct of delhi,south,defence colony,789084,2023,july,40.64616204649098
nct of delhi,south,defence colony,789084,2023,august,41.092471912905744
nct of delhi,south,defence colony,789084,2023,september,44.59008438663351
nct of delhi,south,defence colony,789084,2023,october,115.57259693571072
nct of delhi,south,defence colony,789084,2023,november,229.47524880172313
nct of delhi,south,defence colony,789084,2023,december,209.84202247645177
nct of delhi,south,kalkaji,1163280,1998,january,110.59710339008376
nct of delhi,south,kalkaji,1163280,1998,february,76.06821638891579
nct of delhi,south,kalkaji,1163280,1998,march,52.712341461215615
nct of delhi,south,kalkaji,1163280,1998,april,53.70076189955282
nct of delhi,south,kalkaji,1163280,1998,may,46.4280810609545
nct of delhi,south,kalkaji,1163280,1998,june,33.250971901045425
nct of delhi,south,kalkaji,1163280,1998,july,29.595587403916284
nct of delhi,south,kalkaji,1163280,1998,august,24.12828828677524
nct of delhi,south,kalkaji,1163280,1998,september,24.15713831052564
nct of delhi,south,kalkaji,1163280,1998,october,92.93074811998906
nct of delhi,south,kalkaji,1163280,1998,november,137.1799677019144
nct of delhi,south,kalkaji,1163280,1998,december,159.34040222330464
nct of delhi,south,kalkaji,1163280,2003,january,187.26953052226503
nct of delhi,south,kalkaji,1163280,2003,february,116.60282386333697
nct of delhi,south,kalkaji,1163280,2003,march,83.22765540378238
nct of delhi,south,kalkaji,1163280,2003,april,59.51796566298115
nct of delhi,south,kalkaji,1163280,2003,may,65.45959176478223
nct of delhi,south,kalkaji,1163280,2003,june,58.92165655703681
nct of delhi,south,kalkaji,1163280,2003,july,37.648426666559054
nct of delhi,south,kalkaji,1163280,2003,august,29.401191189854323
nct of delhi,south,kalkaji,1163280,2003,september,37.78269007398002
nct of delhi,south,kalkaji,1163280,2003,october,130.1704515171576
nct of delhi,south,kalkaji,1163280,2003,november,174.69134416102483
nct of delhi,south,kalkaji,1163280,2003,december,173.335284607037
nct of delhi,south,kalkaji,1163280,2008,january,137.009383012714
nct of delhi,south,kalkaji,1163280,2008,february,114.05968225094016
nct of delhi,south,kalkaji,1163280,2008,march,70.78445832732294
nct of delhi,south,kalkaji,1163280,2008,april,66.47491961192134
nct of delhi,south,kalkaji,1163280,2008,may,62.94058370037542
nct of delhi,south,kalkaji,1163280,2008,june,55.92034383740532
nct of delhi,south,kalkaji,1163280,2008,july,42.95330604206266
nct of delhi,south,kalkaji,1163280,2008,august,49.14086240273548
nct of delhi,south,kalkaji,1163280,2008,september,39.24704392156227
nct of delhi,south,kalkaji,1163280,2008,october,139.19312282389404
nct of delhi,south,kalkaji,1163280,2008,november,228.1367216152959
nct of delhi,south,kalkaji,1163280,2008,december,201.97589019556057
nct of delhi,south,kalkaji,1163280,2013,january,199.1903332778038
nct of delhi,south,kalkaji,1163280,2013,february,113.08674321280571
nct of delhi,south,kalkaji,1163280,2013,march,90.32464080695485
nct of delhi,south,kalkaji,1163280,2013,april,75.04089286842891
nct of delhi,south,kalkaji,1163280,2013,may,60.15306225520946
nct of delhi,south,kalkaji,1163280,2013,june,60.47665702711575
nct of delhi,south,kalkaji,1163280,2013,july,62.22829624753508
nct of delhi,south,kalkaji,1163280,2013,august,38.041018060760145
nct of delhi,south,kalkaji,1163280,2013,september,36.642155631953464
nct of delhi,south,kalkaji,1163280,2013,october,134.7133461464788
nct of delhi,south,kalkaji,1163280,2013,november,200.20495747398024
nct of delhi,south,kalkaji,1163280,2013,december,199.20860908979097
nct of delhi,south,kalkaji,1163280,2018,january,204.30424848131372
nct of delhi,south,kalkaji,1163280,2018,february,139.67712774844466
nct of delhi,south,kalkaji,1163280,2018,march,100.9775439415525
nct of delhi,south,kalkaji,1163280,2018,april,87.25756823448414
nct of delhi,south,kalkaji,1163280,2018,may,82.36291447028131
nct of delhi,south,kalkaji,1163280,2018,june,70.66292640429377
nct of delhi,south,kalkaji,1163280,2018,july,46.400737820012445
nct of delhi,south,kalkaji,1163280,2018,august,40.44550571825142
nct of delhi,south,kalkaji,1163280,2018,september,48.95278920476929
nct of delhi,south,kalkaji,1163280,2018,october,146.31154603059352
nct of delhi,south,kalkaji,1163280,2018,november,198.34614364830097
nct of delhi,south,kalkaji,1163280,2018,december,261.0106208808174
nct of delhi,south,kalkaji,1163280,2023,january,177.88054608271736
nct of delhi,south,kalkaji,1163280,2023,february,108.65552249605472
nct of delhi,south,kalkaji,1163280,2023,march,78.2096053756074
nct of delhi,south,kalkaji,1163280,2023,april,66.78644164512339
nct of delhi,south,kalkaji,1163280,2023,may,64.55759549281466
nct of delhi,south,kalkaji,1163280,2023,june,51.38531799885462
nct of delhi,south,kalkaji,1163280,2023,july,39.94953847279176
nct of delhi,south,kalkaji,1163280,2023,august,39.136207026312434
nct of delhi,south,kalkaji,1163280,2023,september,41.99723336731183
nct of delhi,south,kalkaji,1163280,2023,october,114.23727609943028
nct of delhi,south,kalkaji,1163280,2023,november,221.03557067152084
nct of delhi,south,kalkaji,1163280,2023,december,208.01910222937596
