state_name,district_name,subdistrict_name,subdistrict_population,year,month,avg_pm2.5
nct of delhi,west,patel nagar,1581711,1998,may,49.482636140209216
nct of delhi,west,patel nagar,1581711,1998,june,34.414543224729506
nct of delhi,west,patel nagar,1581711,1998,july,30.384297921130837
nct of delhi,west,patel nagar,1581711,1998,august,27.325738579393654
nct of delhi,west,patel nagar,1581711,1998,september,25.718651512136123
nct of delhi,west,patel nagar,1581711,1998,october,91.17787920007022
nct of delhi,west,patel nagar,1581711,1998,november,137.6050111720699
nct of delhi,west,patel nagar,1581711,1998,december,167.08879665685598
nct of delhi,west,patel nagar,1581711,2003,january,195.4179754943797
nct of delhi,west,patel nagar,1581711,2003,february,122.2615892805971
nct of delhi,west,patel nagar,1581711,2003,march,83.15392718833652
nct of delhi,west,patel nagar,1581711,2003,april,69.77151305726105
nct of delhi,west,patel nagar,1581711,2003,may,67.75705805687241
nct of delhi,west,patel nagar,1581711,2003,june,63.95738173792543
nct of delhi,west,patel nagar,1581711,2003,july,40.83723885214685
nct of delhi,west,patel nagar,1581711,2003,august,33.70717569083991
nct of delhi,west,patel nagar,1581711,2003,september,38.226037098856814
nct of delhi,west,patel nagar,1581711,2003,october,132.41304805212462
nct of delhi,west,patel nagar,1581711,2003,november,179.02430602533343
nct of delhi,west,patel nagar,1581711,2003,december,190.2708867364233
nct of delhi,west,patel nagar,1581711,2008,january,130.01164187331906
nct of delhi,west,patel nagar,1581711,2008,february,119.67343024507426
nct of delhi,west,patel nagar,1581711,2008,march,73.2714002341104
nct of delhi,west,patel nagar,1581711,2008,april,79.45791610641169
nct of delhi,west,patel nagar,1581711,2008,may,67.8999413847346
nct of delhi,west,patel nagar,1581711,2008,june,60.31295710797914
nct of delhi,west,patel nagar,1581711,2008,july,43.18852612944207
nct of delhi,west,patel nagar,1581711,2008,august,50.842399295199456
nct of delhi,west,patel nagar,1581711,2008,september,40.257853233302406
nct of delhi,west,patel nagar,1581711,2008,october,147.69851181664447
nct of delhi,west,patel nagar,1581711,2008,november,222.1783338613529
nct of delhi,west,patel nagar,1581711,2008,december,217.9449283302552
nct of delhi,west,patel nagar,1581711,2013,january,206.159969610522
nct of delhi,west,patel nagar,1581711,2013,february,121.4528644028541
nct of delhi,west,patel nagar,1581711,2013,march,93.82649489225754
nct of delhi,west,patel nagar,1581711,2013,april,82.05582116550518
nct of delhi,west,patel nagar,1581711,2013,may,66.68250590052969
nct of delhi,west,patel nagar,1581711,2013,june,62.74669351565715
nct of delhi,west,patel nagar,1581711,2013,july,60.976431293655885
nct of delhi,west,patel nagar,1581711,2013,august,44.36870407704533
nct of delhi,west,patel nagar,1581711,2013,september,38.11943664456245
nct of delhi,west,patel nagar,1581711,2013,october,137.54081986770817
nct of delhi,west,patel nagar,1581711,2013,november,207.0343196954867
nct of delhi,west,patel nagar,1581711,2013,december,208.65944584912188
nct of delhi,west,patel nagar,1581711,2018,january,212.74840195762184
nct of delhi,west,patel nagar,1581711,2018,february,150.60115545311578
nct of delhi,west,patel nagar,1581711,2018,march,101.5822898321595
nct of delhi,west,patel nagar,1581711,2018,april,92.84495835701844
nct of delhi,west,patel nagar,1581711,2018,may,84.034620566933
nct of delhi,west,patel nagar,1581711,2018,june,73.801754316364
nct of delhi,west,patel nagar,1581711,2018,july,49.65096614453281
nct of delhi,west,patel nagar,1581711,2018,august,43.448983859406496
nct of delhi,west,patel nagar,1581711,2018,september,51.96144873396526
nct of delhi,west,patel nagar,1581711,2018,october,151.63109785444422
nct of delhi,west,patel nagar,1581711,2018,november,225.93860182550557
nct of delhi,west,patel nagar,1581711,2018,december,270.5896147501581
nct of delhi,west,patel nagar,1581711,2023,january,174.3516609338447
nct of delhi,west,patel nagar,1581711,2023,february,117.63747431070912
nct of delhi,west,patel nagar,1581711,2023,march,82.37119532491985
nct of delhi,west,patel nagar,1581711,2023,april,74.20843966373046
nct of delhi,west,patel nagar,1581711,2023,may,66.09547245020417
nct of delhi,west,patel nagar,1581711,2023,june,53.5904534205031
nct of delhi,west,patel nagar,1581711,2023,july,41.69749944195356
nct of delhi,west,patel nagar,1581711,2023,august,41.13578093888083
nct of delhi,west,patel nagar,1581711,2023,september,45.83366830839351
nct of delhi,west,patel nagar,1581711,2023,october,117.7672062605527
nct of delhi,west,patel nagar,1581711,2023,november,238.02308431114577
nct of delhi,west,patel nagar,1581711,2023,december,211.68555351498011
nct of delhi,west,rajouri garden,443943,1998,january,117.99933928815332
nct of delhi,west,rajouri garden,443943,1998,february,88.96378108865085
nct of delhi,west,rajouri garden,443943,1998,march,57.04259355760004
nct of delhi,west,rajouri garden,443943,1998,april,60.32636819044065
nct of delhi,west,rajouri garden,443943,1998,may,47.02756700797983
nct of delhi,west,rajouri garden,443943,1998,june,33.99915613638761
nct of delhi,west,rajouri garden,443943,1998,july,30.968150271616555
nct of delhi,west,rajouri garden,443943,1998,august,27.631777387946663
nct of delhi,west,rajouri garden,443943,1998,september,25.948467531501155
nct of delhi,west,rajouri garden,443943,1998,october,93.16466256097335
nct of delhi,west,rajouri garden,443943,1998,november,138.10529947823778
nct of delhi,west,rajouri garden,443943,1998,december,172.70525642455962
nct of delhi,west,rajouri garden,443943,2003,january,198.48177768895323
nct of delhi,west,rajouri garden,443943,2003,february,126.14584592250874
nct of delhi,west,rajouri garden,443943,2003,march,84.25292607399197
nct of delhi,west,rajouri garden,443943,2003,april,69.49284999917771
nct of delhi,west,rajouri garden,443943,2003,may,65.14352285777584
nct of delhi,west,rajouri garden,443943,2003,june,64.0085241029193
nct of delhi,west,rajouri garden,443943,2003,july,41.31185710543347
nct of delhi,west,rajouri garden,443943,2003,august,33.86182305457566
nct of delhi,west,rajouri garden,443943,2003,september,38.578678584569175
nct of delhi,west,rajouri garden,443943,2003,october,132.98897193164586
nct of delhi,west,rajouri garden,443943,2003,november,179.40233468089045
nct of delhi,west,rajouri garden,443943,2003,december,192.14097100976923
nct of delhi,west,rajouri garden,443943,2008,january,129.32633357640404
nct of delhi,west,rajouri garden,443943,2008,february,118.261130493648
nct of delhi,west,rajouri garden,443943,2008,march,72.83211992576042
nct of delhi,west,rajouri garden,443943,2008,april,78.13020447266105
nct of delhi,west,rajouri garden,443943,2008,may,66.87044889915286
nct of delhi,west,rajouri garden,443943,2008,june,60.16005987410482
nct of delhi,west,rajouri garden,443943,2008,july,43.4718359556893
nct of delhi,west,rajouri garden,443943,2008,august,51.0603327749305
nct of delhi,west,rajouri garden,443943,2008,september,40.62180108060696
nct of delhi,west,rajouri garden,443943,2008,october,153.05454644720209
nct of delhi,west,rajouri garden,443943,2008,november,220.5839770490974
nct of delhi,west,rajouri garden,443943,2008,december,218.84094499819028
nct of delhi,west,rajouri garden,443943,2013,january,212.74717516669227
nct of delhi,west,rajouri garden,443943,2013,february,122.1532809175395
nct of delhi,west,rajouri garden,443943,2013,march,92.40380507563484
nct of delhi,west,rajouri garden,443943,2013,april,81.72551901201268
nct of delhi,west,rajouri garden,443943,2013,may,66.76841661647423
nct of delhi,west,rajouri garden,443943,2013,june,62.550563134202136
nct of delhi,west,rajouri garden,443943,2013,july,62.1027115448959
nct of delhi,west,rajouri garden,443943,2013,august,44.28033035889038
nct of delhi,west,rajouri garden,443943,2013,september,38.17072089047284
nct of delhi,west,rajouri garden,443943,2013,october,139.08063136352794
nct of delhi,west,rajouri garden,443943,2013,november,207.98282156411423
nct of delhi,west,rajouri garden,443943,2013,december,211.6127754876736
nct of delhi,west,rajouri garden,443943,2018,january,212.0506128270468
nct of delhi,west,rajouri garden,443943,2018,february,151.3179070307557
nct of delhi,west,rajouri garden,443943,2018,march,100.5231578497783
nct of delhi,west,rajouri garden,443943,2018,april,93.20341633557952
nct of delhi,west,rajouri garden,443943,2018,may,83.86509741323361
nct of delhi,west,rajouri garden,443943,2018,june,75.08226705263213
nct of delhi,west,rajouri garden,443943,2018,july,50.06340190155083
nct of delhi,west,rajouri garden,443943,2018,august,43.47677129613645
nct of delhi,west,rajouri garden,443943,2018,september,51.82652802925277
nct of delhi,west,rajouri garden,443943,2018,october,154.56512769138473
nct of delhi,west,rajouri garden,443943,2018,november,234.05289725864833
nct of delhi,west,rajouri garden,443943,2018,december,269.256515312471
nct of delhi,west,rajouri garden,443943,2023,january,173.6122028457905
nct of delhi,west,rajouri garden,443943,2023,february,119.68482807787768
nct of delhi,west,rajouri garden,443943,2023,march,82.01214788969436
nct of delhi,west,rajouri garden,443943,2023,april,74.8484866538903
nct of delhi,west,rajouri garden,443943,2023,may,66.0169882942866
nct of delhi,west,rajouri garden,443943,2023,june,54.03443806781798
nct of delhi,west,rajouri garden,443943,2023,july,41.62151877181929
nct of delhi,west,rajouri garden,443943,2023,august,40.51948723426179
nct of delhi,west,rajouri garden,443943,2023,september,45.976707339223445
nct of delhi,west,rajouri garden,443943,2023,october,121.18728059000294
nct of delhi,west,rajouri garden,443943,2023,november,241.826756184916
nct of delhi,west,rajouri garden,443943,2023,december,214.2614914633037
nct of delhi,west,punjabi bagh,1042166,1998,january,111.76529044359636
nct of delhi,west,punjabi bagh,1042166,1998,february,80.27795794997544
nct of delhi,west,punjabi bagh,1042166,1998,march,57.610004066208354
nct of delhi,west,punjabi bagh,1042166,1998,april,63.7640148711454
nct of delhi,west,punjabi bagh,1042166,1998,may,52.38082965722445
nct of delhi,west,punjabi bagh,1042166,1998,june,33.11162555611973
nct of delhi,west,punjabi bagh,1042166,1998,july,30.42663179276076
nct of delhi,west,punjabi bagh,1042166,1998,august,26.335909654170496
nct of delhi,west,punjabi bagh,1042166,1998,september,23.782929654955343
nct of delhi,west,punjabi bagh,1042166,1998,october,89.28022464750649
nct of delhi,west,punjabi bagh,1042166,1998,november,138.05829683315275
nct of delhi,west,punjabi bagh,1042166,1998,december,164.298660553666
nct of delhi,west,punjabi bagh,1042166,2003,january,192.79643670008392
nct of delhi,west,punjabi bagh,1042166,2003,february,114.24317036071947
nct of delhi,west,punjabi bagh,1042166,2003,march,82.98169960169221
nct of delhi,west,punjabi bagh,1042166,2003,april,68.43216824643149
nct of delhi,west,punjabi bagh,1042166,2003,may,69.97033419816431
nct of delhi,west,punjabi bagh,1042166,2003,june,63.89067618487774
nct of delhi,west,punjabi bagh,1042166,2003,july,39.89208466471113
nct of delhi,west,punjabi bagh,1042166,2003,august,33.08123928887923
nct of delhi,west,punjabi bagh,1042166,2003,september,37.34074681303944
nct of delhi,west,punjabi bagh,1042166,2003,october,132.13494697153214
nct of delhi,west,punjabi bagh,1042166,2003,november,179.2535613894106
nct of delhi,west,punjabi bagh,1042166,2003,december,193.58533848210936
nct of delhi,west,punjabi bagh,1042166,2008,january,131.9276253458505
nct of delhi,west,punjabi bagh,1042166,2008,february,120.42792563594575
nct of delhi,west,punjabi bagh,1042166,2008,march,76.27717431338402
nct of delhi,west,punjabi bagh,1042166,2008,april,81.3962948984548
nct of delhi,west,punjabi bagh,1042166,2008,may,69.66712139033491
nct of delhi,west,punjabi bagh,1042166,2008,june,61.184522388248126
nct of delhi,west,punjabi bagh,1042166,2008,july,42.55247661284544
nct of delhi,west,punjabi bagh,1042166,2008,august,49.52186016062557
nct of delhi,west,punjabi bagh,1042166,2008,september,39.583423766974875
nct of delhi,west,punjabi bagh,1042166,2008,october,144.91038596994895
nct of delhi,west,punjabi bagh,1042166,2008,november,227.75657742332805
nct of delhi,west,punjabi bagh,1042166,2008,december,215.02964056308755
nct of delhi,west,punjabi bagh,1042166,2013,january,200.4723515307652
nct of delhi,west,punjabi bagh,1042166,2013,february,118.46987016667651
nct of delhi,west,punjabi bagh,1042166,2013,march,92.73993074302238
nct of delhi,west,punjabi bagh,1042166,2013,april,82.45391712673882
nct of delhi,west,punjabi bagh,1042166,2013,may,67.11503581664618
nct of delhi,west,punjabi bagh,1042166,2013,june,61.656560494909506
nct of delhi,west,punjabi bagh,1042166,2013,july,59.89550814141813
nct of delhi,west,punjabi bagh,1042166,2013,august,45.58775376859295
nct of delhi,west,punjabi bagh,1042166,2013,september,37.31574675411511
nct of delhi,west,punjabi bagh,1042166,2013,october,141.70456276367483
nct of delhi,west,punjabi bagh,1042166,2013,november,209.36596332302673
nct of delhi,west,punjabi bagh,1042166,2013,december,210.6553622773893
nct of delhi,west,punjabi bagh,1042166,2018,january,212.03921096782372
nct of delhi,west,punjabi bagh,1042166,2018,february,151.45393931956104
nct of delhi,west,punjabi bagh,1042166,2018,march,102.70649346322116
nct of delhi,west,punjabi bagh,1042166,2018,april,93.93606917960416
nct of delhi,west,punjabi bagh,1042166,2018,may,85.9451619491263
nct of delhi,west,punjabi bagh,1042166,2018,june,71.17882942691088
nct of delhi,west,punjabi bagh,1042166,2018,july,49.3642175127196
nct of delhi,west,punjabi bagh,1042166,2018,august,42.57488711423347
nct of delhi,west,punjabi bagh,1042166,2018,september,50.00100913933433
nct of delhi,west,punjabi bagh,1042166,2018,october,151.14539337515373
nct of delhi,west,punjabi bagh,1042166,2018,november,224.70583065698216
nct of delhi,west,punjabi bagh,1042166,2018,december,269.75923531608447
nct of delhi,west,punjabi bagh,1042166,2023,january,168.06738861035168
nct of delhi,west,punjabi bagh,1042166,2023,february,116.4338920806065
nct of delhi,west,punjabi bagh,1042166,2023,march,81.53045056417581
nct of delhi,west,punjabi bagh,1042166,2023,april,73.60495846553243
nct of delhi,west,punjabi bagh,1042166,2023,may,66.50844092811181
nct of delhi,west,punjabi bagh,1042166,2023,june,53.085095198157845
nct of delhi,west,punjabi bagh,1042166,2023,july,41.35221819282376
nct of delhi,west,punjabi bagh,1042166,2023,august,40.06156228765129
nct of delhi,west,punjabi bagh,1042166,2023,september,45.49232033893597
nct of delhi,west,punjabi bagh,1042166,2023,october,116.03992939074872
nct of delhi,west,punjabi bagh,1042166,2023,november,242.1483500698484
nct of delhi,west,punjabi bagh,1042166,2023,december,213.94235911781655
nct of delhi,south west,najafgarh,926512,1998,january,103.7314244266322
nct of delhi,south west,najafgarh,926512,1998,february,77.71858123956197
nct of delhi,south west,najafgarh,926512,1998,march,46.88135205717353
nct of delhi,south west,najafgarh,926512,1998,april,62.42847809530024
nct of delhi,south west,najafgarh,926512,1998,may,49.78875677191169
nct of delhi,south west,najafgarh,926512,1998,june,33.81593741785965
nct of delhi,south west,najafgarh,926512,1998,july,28.79775636723947
nct of delhi,south west,najafgarh,926512,1998,august,26.8748288332047
nct of delhi,south west,najafgarh,926512,1998,september,24.013432810028924
nct of delhi,south west,najafgarh,926512,1998,october,89.77490975476766
nct of delhi,south west,najafgarh,926512,1998,november,126.00624430872108
nct of delhi,south west,najafgarh,926512,1998,december,157.9017156014466
nct of delhi,south west,najafgarh,926512,2003,january,181.67928776558307
nct of delhi,south west,najafgarh,926512,2003,february,115.487433168382
nct of delhi,south west,najafgarh,926512,2003,march,80.61701195442022
nct of delhi,south west,najafgarh,926512,2003,april,69.18699218427338
nct of delhi,south west,najafgarh,926512,2003,may,69.52237855924437
nct of delhi,south west,najafgarh,926512,2003,june,63.66776656797717
nct of delhi,south west,najafgarh,926512,2003,july,39.00773504332244
nct of delhi,south west,najafgarh,926512,2003,august,31.515233872412853
nct of delhi,south west,najafgarh,926512,2003,september,39.412013312905586
nct of delhi,south west,najafgarh,926512,2003,october,126.76256687664464
nct of delhi,south west,najafgarh,926512,2003,november,164.44156786524658
nct of delhi,south west,najafgarh,926512,2003,december,184.52623474380292
nct of delhi,south west,najafgarh,926512,2008,january,127.26389571440674
nct of delhi,south west,najafgarh,926512,2008,february,115.69741984986958
nct of delhi,south west,najafgarh,926512,2008,march,71.27116830475833
nct of delhi,south west,najafgarh,926512,2008,april,80.98334239067603
nct of delhi,south west,najafgarh,926512,2008,may,69.65266403036804
nct of delhi,south west,najafgarh,926512,2008,june,61.79233748402672
nct of delhi,south west,najafgarh,926512,2008,july,42.420766155044966
nct of delhi,south west,najafgarh,926512,2008,august,51.389089261431934
nct of delhi,south west,najafgarh,926512,2008,september,40.26061061674274
nct of delhi,south west,najafgarh,926512,2008,october,141.83084459618507
nct of delhi,south west,najafgarh,926512,2008,november,206.6513137809091
nct of delhi,south west,najafgarh,926512,2008,december,205.9607370668128
nct of delhi,south west,najafgarh,926512,2013,january,188.25955689612863
nct of delhi,south west,najafgarh,926512,2013,february,115.24924421485656
nct of delhi,south west,najafgarh,926512,2013,march,88.88909565351099
nct of delhi,south west,najafgarh,926512,2013,april,80.13211114085529
nct of delhi,south west,najafgarh,926512,2013,may,66.51064264169739
nct of delhi,south west,najafgarh,926512,2013,june,64.7234731486302
nct of delhi,south west,najafgarh,926512,2013,july,62.33984655902255
nct of delhi,south west,najafgarh,926512,2013,august,42.76963905945206
nct of delhi,south west,najafgarh,926512,2013,september,36.51298772932328
nct of delhi,south west,najafgarh,926512,2013,october,129.80149938450998
nct of delhi,south west,najafgarh,926512,2013,november,192.17196069299573
nct of delhi,south west,najafgarh,926512,2013,december,196.72384506084612
nct of delhi,south west,najafgarh,926512,2018,january,199.71297282675377
nct of delhi,south west,najafgarh,926512,2018,february,142.69540649708503
nct of delhi,south west,najafgarh,926512,2018,march,96.79613548896026
nct of delhi,south west,najafgarh,926512,2018,april,89.25511205832956
nct of delhi,south west,najafgarh,926512,2018,may,84.25030298782022
nct of delhi,south west,najafgarh,926512,2018,june,73.08139295193699
nct of delhi,south west,najafgarh,926512,2018,july,48.19971199493908
nct of delhi,south west,najafgarh,926512,2018,august,41.88990781190916
nct of delhi,south west,najafgarh,926512,2018,september,47.371753289682566
nct of delhi,south west,najafgarh,926512,2018,october,142.6166147495149
nct of delhi,south west,najafgarh,926512,2018,november,213.33845362270128
nct of delhi,south west,najafgarh,926512,2018,december,246.75021681384231
nct of delhi,south west,najafgarh,926512,2023,january,159.02929508689127
nct of delhi,south west,najafgarh,926512,2023,february,107.8563943500638
nct of delhi,south west,najafgarh,926512,2023,march,76.16690183431014
nct of delhi,south west,najafgarh,926512,2023,april,72.32359149784219
nct of delhi,south west,najafgarh,926512,2023,may,65.64311601161796
nct of delhi,south west,najafgarh,926512,2023,june,54.4225667065458
nct of delhi,south west,najafgarh,926512,2023,july,41.79787502165388
nct of delhi,south west,najafgarh,926512,2023,august,40.39594043639429
nct of delhi,south west,najafgarh,926512,2023,september,44.585405563945066
nct of delhi,south west,najafgarh,926512,2023,october,111.35645727384468
nct of delhi,south west,najafgarh,926512,2023,november,234.50571794632145
nct of delhi,south west,najafgarh,926512,2023,december,198.2777121681605
nct of delhi,south west,delhi cantonment,834591,1998,january,115.23973234663012
nct of delhi,south west,delhi cantonment,834591,1998,february,80.68369313259393
nct of delhi,south west,delhi cantonment,834591,1998,march,54.56150164193811
nct of delhi,south west,delhi cantonment,834591,1998,april,61.97986349653024
nct of delhi,south west,delhi cantonment,834591,1998,may,50.106778705127525
nct of delhi,south west,delhi cantonment,834591,1998,june,34.23923915687411
nct of delhi,south west,delhi cantonment,834591,1998,july,30.32238290670905
nct of delhi,south west,delhi cantonment,834591,1998,august,27.814693483130227
nct of delhi,south west,delhi cantonment,834591,1998,september,25.42296467940496
nct of delhi,south west,delhi cantonment,834591,1998,october,93.04878402833046
nct of delhi,south west,delhi cantonment,834591,1998,november,136.8048280665803
nct of delhi,south west,delhi cantonment,834591,1998,december,172.63528624548022
nct of delhi,south west,delhi cantonment,834591,2003,january,195.70373803539255
nct of delhi,south west,delhi cantonment,834591,2003,february,116.2074788256159
nct of delhi,south west,delhi cantonment,834591,2003,march,83.25828206786956
nct of delhi,south west,delhi cantonment,834591,2003,april,70.62413066865523
nct of delhi,south west,delhi cantonment,834591,2003,may,68.33536888064697
nct of delhi,south west,delhi cantonment,834591,2003,june,63.6570920931448
nct of delhi,south west,delhi cantonment,834591,2003,july,40.84032953637881
nct of delhi,south west,delhi cantonment,834591,2003,august,33.818398836492335
nct of delhi,south west,delhi cantonment,834591,2003,september,39.03242998879002
nct of delhi,south west,delhi cantonment,834591,2003,october,132.86915831957322
nct of delhi,south west,delhi cantonment,834591,2003,november,175.60127317508272
nct of delhi,south west,delhi cantonment,834591,2003,december,184.59766766768075
nct of delhi,south west,delhi cantonment,834591,2008,january,134.99525689333328
nct of delhi,south west,delhi cantonment,834591,2008,february,116.7511001952664
nct of delhi,south west,delhi cantonment,834591,2008,march,72.83037945467758
nct of delhi,south west,delhi cantonment,834591,2008,april,78.25696152884768
nct of delhi,south west,delhi cantonment,834591,2008,may,68.19058557587817
nct of delhi,south west,delhi cantonment,834591,2008,june,60.1711525772231
nct of delhi,south west,delhi cantonment,834591,2008,july,43.64669078565153
nct of delhi,south west,delhi cantonment,834591,2008,august,51.49858321998447
nct of delhi,south west,delhi cantonment,834591,2008,september,39.707822220862134
nct of delhi,south west,delhi cantonment,834591,2008,october,148.55004280545026
nct of delhi,south west,delhi cantonment,834591,2008,november,220.8769885431355
nct of delhi,south west,delhi cantonment,834591,2008,december,211.57952871396523
nct of delhi,south west,delhi cantonment,834591,2013,january,208.6048604022415
nct of delhi,south west,delhi cantonment,834591,2013,february,117.52688995930694
nct of delhi,south west,delhi cantonment,834591,2013,march,92.29991423456384
nct of delhi,south west,delhi cantonment,834591,2013,april,81.90829022433604
nct of delhi,south west,delhi cantonment,834591,2013,may,67.73814573118126
nct of delhi,south west,delhi cantonment,834591,2013,june,63.5111050746177
nct of delhi,south west,delhi cantonment,834591,2013,july,60.039807331772174
nct of delhi,south west,delhi cantonment,834591,2013,august,41.359496857542055
nct of delhi,south west,delhi cantonment,834591,2013,september,37.91926954888533
nct of delhi,south west,delhi cantonment,834591,2013,october,137.98833485364776
nct of delhi,south west,delhi cantonment,834591,2013,november,202.3498654838775
nct of delhi,south west,delhi cantonment,834591,2013,december,202.10955502836467
nct of delhi,south west,delhi cantonment,834591,2018,january,204.30059631822425
nct of delhi,south west,delhi cantonment,834591,2018,february,143.04939882600985
nct of delhi,south west,delhi cantonment,834591,2018,march,101.6364747380538
nct of delhi,south west,delhi cantonment,834591,2018,april,94.63626639312466
nct of delhi,south west,delhi cantonment,834591,2018,may,85.83370230806982
nct of delhi,south west,delhi cantonment,834591,2018,june,74.2183155966694
nct of delhi,south west,delhi cantonment,834591,2018,july,49.11617694392991
nct of delhi,south west,delhi cantonment,834591,2018,august,41.94445931704488
nct of delhi,south west,delhi cantonment,834591,2018,september,48.223791868865376
nct of delhi,south west,delhi cantonment,834591,2018,october,151.18130418633274
nct of delhi,south west,delhi cantonment,834591,2018,november,222.2937743650377
nct of delhi,south west,delhi cantonment,834591,2018,december,257.04600855755064
nct of delhi,south west,delhi cantonment,834591,2023,january,168.64192758233267
nct of delhi,south west,delhi cantonment,834591,2023,february,113.0184173426256
nct of delhi,south west,delhi cantonment,834591,2023,march,82.33123101873106
nct of delhi,south west,delhi cantonment,834591,2023,april,74.58490994983532
nct of delhi,south west,delhi cantonment,834591,2023,may,67.23314161085356
nct of delhi,south west,delhi cantonment,834591,2023,june,54.0458916966911
nct of delhi,south west,delhi cantonment,834591,2023,july,41.08954706934568
nct of delhi,south west,delhi cantonment,834591,2023,august,40.524019062076746
nct of delhi,south west,delhi cantonment,834591,2023,september,44.24332787329474
nct of delhi,south west,delhi cantonment,834591,2023,october,118.20392575882168
nct of delhi,south west,delhi cantonment,834591,2023,november,239.65989427155165
nct of delhi,south west,delhi cantonment,834591,2023,december,207.5285177839321
nct of delhi,south west,vasant vihar,526210,1998,january,102.67435495223526
nct of delhi,south west,vasant vihar,526210,1998,february,66.24396846595913
nct of delhi,south west,vasant vihar,526210,1998,march,45.414093846666034
nct of delhi,south west,vasant vihar,526210,1998,april,55.87795201116153
nct of delhi,south west,vasant vihar,526210,1998,may,49.93753108049127
nct of delhi,south west,vasant vihar,526210,1998,june,32.73783664185807
nct of delhi,south west,vasant vihar,526210,1998,july,28.87568152952151
nct of delhi,south west,vasant vihar,526210,1998,august,27.102490162031188
nct of delhi,south west,vasant vihar,526210,1998,september,24.138088990374367
nct of delhi,south west,vasant vihar,526210,1998,october,87.81463889313832
nct of delhi,south west,vasant vihar,526210,1998,november,124.9984194720983
nct of delhi,south west,vasant vihar,526210,1998,december,160.70751393294108
nct of delhi,south west,vasant vihar,526210,2003,january,174.81066368512327
nct of delhi,south west,vasant vihar,526210,2003,february,101.47454340167842
nct of delhi,south west,vasant vihar,526210,2003,march,77.24396748194445
nct of delhi,south west,vasant vihar,526210,2003,april,67.64032201371724
nct of delhi,south west,vasant vihar,526210,2003,may,69.29257519799656
nct of delhi,south west,vasant vihar,526210,2003,june,62.26552851714124
nct of delhi,south west,vasant vihar,526210,2003,july,39.94795343036216
nct of delhi,south west,vasant vihar,526210,2003,august,33.26685536297485
nct of delhi,south west,vasant vihar,526210,2003,september,39.52327337048862
nct of delhi,south west,vasant vihar,526210,2003,october,127.95332871165331
nct of delhi,south west,vasant vihar,526210,2003,november,160.1115403134476
nct of delhi,south west,vasant vihar,526210,2003,december,170.1761551178107
nct of delhi,south west,vasant vihar,526210,2008,january,128.27530024642425
nct of delhi,south west,vasant vihar,526210,2008,february,110.81174347483385
nct of delhi,south west,vasant vihar,526210,2008,march,68.61933183945575
nct of delhi,south west,vasant vihar,526210,2008,april,74.33904523684456
nct of delhi,south west,vasant vihar,526210,2008,may,67.79146448876064
nct of delhi,south west,vasant vihar,526210,2008,june,60.89813369900043
nct of delhi,south west,vasant vihar,526210,2008,july,43.40875701136799
nct of delhi,south west,vasant vihar,526210,2008,august,51.47491472837345
nct of delhi,south west,vasant vihar,526210,2008,september,38.280956255202774
nct of delhi,south west,vasant vihar,526210,2008,october,140.70479984691423
nct of delhi,south west,vasant vihar,526210,2008,november,211.873996251173
nct of delhi,south west,vasant vihar,526210,2008,december,199.37179086288296
nct of delhi,south west,vasant vihar,526210,2013,january,193.11869515260975
nct of delhi,south west,vasant vihar,526210,2013,february,107.06617711748154
nct of delhi,south west,vasant vihar,526210,2013,march,85.66071289130976
nct of delhi,south west,vasant vihar,526210,2013,april,77.47055613338216
nct of delhi,south west,vasant vihar,526210,2013,may,63.977808234702664
nct of delhi,south west,vasant vihar,526210,2013,june,63.31144873801277
nct of delhi,south west,vasant vihar,526210,2013,july,55.94854814201231
nct of delhi,south west,vasant vihar,526210,2013,august,38.390284927027395
nct of delhi,south west,vasant vihar,526210,2013,september,37.85611650472898
nct of delhi,south west,vasant vihar,526210,2013,october,133.68104218116483
nct of delhi,south west,vasant vihar,526210,2013,november,191.48060050863884
nct of delhi,south west,vasant vihar,526210,2013,december,187.6498073429532
nct of delhi,south west,vasant vihar,526210,2018,january,188.76136713867945
nct of delhi,south west,vasant vihar,526210,2018,february,133.0835737310797
nct of delhi,south west,vasant vihar,526210,2018,march,98.19657493570028
nct of delhi,south west,vasant vihar,526210,2018,april,89.85146873058962
nct of delhi,south west,vasant vihar,526210,2018,may,84.93978873527176
nct of delhi,south west,vasant vihar,526210,2018,june,71.5033994822486
nct of delhi,south west,vasant vihar,526210,2018,july,47.45655600237755
nct of delhi,south west,vasant vihar,526210,2018,august,39.95127689353511
nct of delhi,south west,vasant vihar,526210,2018,september,44.8925279185825
nct of delhi,south west,vasant vihar,526210,2018,october,141.21533534178272
nct of delhi,south west,vasant vihar,526210,2018,november,201.59297432491329
nct of delhi,south west,vasant vihar,526210,2018,december,236.82001396895976
nct of delhi,south west,vasant vihar,526210,2023,january,156.74960746380958
nct of delhi,south west,vasant vihar,526210,2023,february,100.75236321242993
nct of delhi,south west,vasant vihar,526210,2023,march,77.68521152114066
nct of delhi,south west,vasant vihar,526210,2023,april,70.97743402155405
nct of delhi,south west,vasant vihar,526210,2023,may,68.10185203542481
nct of delhi,south west,vasant vihar,526210,2023,june,52.68334091553952
nct of delhi,south west,vasant vihar,526210,2023,july,40.38339121561147
nct of delhi,south west,vasant vihar,526210,2023,august,39.555688673161
nct of delhi,south west,vasant vihar,526210,2023,september,41.98147410939491
